525714904543	5257149045432792519079400711150478537803
77612198129795404015065398534157905362	7761219812979540401506539853415790536291
insinuat	insinuated
innocenc	innocence
6539727407898495307373036413489368	6539727407898495307373036413489368806034
88696510356062748423100605472091437069	8869651035606274842310060547209143706947
agglomerat	agglomerated
3283621019282293724359028300388444570	3283621019282293724359028300388444570138
stubbornes	stubbornest
infos	infoserver
03468415	0346841574431277398110441867620329544754
19544	1954430556748370425907553004950664994802
1340512737557039180682234471816	1340512737557039180682234471816793932912
robbers	robbers
safar	safari
8435536402764392777908	8435536402764392777908638966566390166776
chinese	chinese
payab	payable
73132087086455223674	7313208708645522367404161855907938167456
modesty	modesty
80203	80203
801325	8013252244782469579132518921226530560858
761575554916236601	7615755549162366017628802206010686555241
tall	taller
teles	telescoping
5126766443218368832143	5126766443218368832143458370854908224001
7641649835663127518728182948655658524206	7641649835663127518728182948655658524206
4032799404016	4032799404016800137293477301530941805070
25435368231861829827131824898	2543536823186182982713182489884498260285
ralph	ralph
6947010678311789270955272532221	6947010678311789270955272532221252243616
demoniaca	demoniacal
051099879071961185283255678747294290715	0510998790719611852832556787472942907151
76692242387434701120990859082164073	7669224238743470112099085908216407357638
524952696853763144379983403369471244	5249526968537631443799834033694712444724
befriending	befriending
99304118905017564849174994	9930411890501756484917499452393770674524
5809810360148636440910149173	5809810360148636440910149173418307964634
703993180402492881443064	7039931804024928814430649614747600087654
boasting	boasting
3512829905040540533399257707132101	3512829905040540533399257707132101150371
23812990326019816057197	2381299032601981605719711839506627582203
1531981987106161098503757589655767	1531981987106161098503757589655767289040
4126353464131	4126353464131818587924807605532681228815
70897	7089757150333309636515768045019660252155
37623630485804277441790716914635654	3762363048580427744179071691463565462012
6048845770	6048845770177621831846155679784275410884
likenes	likeness
411422582410783866837655467	4114225824107838668376554674001373243228
16213220	1621322002511937952724803401331352470141
56592	56592
378324	3783242292418562564425502267215598027401
8475923085725	8475923085725368613605356762146929424264
mosai	mosaics
24101390877916165122	2410139087791616512268044148097656189797
serpe	serpents
primo	primordial
97231781715437219210394663847371	9723178171543721921039466384737156302267
tann	tanned
thraldom	thraldom
2381299032601981605	2381299032601981605719711839506627582203
3907083138030	3907083138030214072556753022600033565715
61443695646909095187885	6144369564690909518788574398821730583884
753163055654440793427876	7531630556544407934278765502673012145783
emptying	emptying
nestlin	nestlings
08535554058147159273220677567	0853555405814715927322067756766921366408
80207	8020728394418264502183131483366019384891
58692917918241506	5869291791824150680530025533704127787034
780767363792886	7807673637928867677811705205343677057315
print	printshops
tame	tamer
2381299032601981605719711839506627	2381299032601981605719711839506627582203
ruffl	ruffles
peculiar	peculiarly
84814881083394	8481488108339469000163807910759607455046
546862678852330	5468626788523300449677955807616618018336
39526780735457970	3952678073545797003070511636825194877011
curiosest	curiosest
3512829905040540533399257707132	3512829905040540533399257707132101150371
03571573230697121064234240815970683287	0357157323069712106423424081597068328707
114852054933679368684308324041	1148520549336793686843083240412678922092
maligni	malignity
809556212645927953336906319365944132611	8095562126459279533369063193659441326111
383628124629118117760949411880105946	3836281246291181177609494118801059463366
93428318265090897935086	9342831826509089793508696989505426358430
06940056653405848875270053088324	0694005665340584887527005308832459182183
mosco	moscow
helplessne	helplessness
grievou	grievously
9884514141469311719314272028007223	9884514141469311719314272028007223449941
51673481364724490212752	5167348136472449021275252555647623248505
kavir	kaviri
5865826036072306952576	5865826036072306952576113184134225274786
maligna	malignant
tapp	tapped
assertions	assertions
812024	8120244517540185213266374053880290124972
68236993576687234622196413225	6823699357668723462219641322516076261161
787553561883350838702482953460785970	7875535618833508387024829534607859702360
768369864774178718020272941298	7683698647741787180202729412982310888796
2654495906173826	2654495906173826559117854599937851086144
galva	galvanized
9227643289360535947903046811114130586	9227643289360535947903046811114130586348
baize	baize
76152048829690910	7615204882969091046891676715553733466225
8540917878668826947602781	8540917878668826947602781853283155445565
703659836596049396457149168	7036598365960493964571491686005656771360
immovab	immovable
51843925396709224125659330791023654852	5184392539670922412565933079102365485294
77232014295480334500	7723201429548033450006952569809352828877
deity	deity
645589761697	6455897616974559784092114091676840202693
712104839	7121048394392009459146475424247859910969
tarz	tarzia
2437478902689351739	2437478902689351739040432948516106597858
prolongati	prolongation
580502177984976370147589148105432058549	5805021779849763701475891481054320585491
1391597	1391597464534806099601555877223193450760
847592308572536861360535676214	8475923085725368613605356762146929424264
1756969854401339762209674945	1756969854401339762209674945418540711844
476145125815885696	4761451258158856961003033708119705834445
599618697297565889787410821894223	5996186972975658897874108218942233734454
260468436141265295651989429	2604684361412652956519894291184887986819
1194754452132173222587	1194754452132173222587555048979926746854
6819344183059870218805022591	6819344183059870218805022591928180477752
821895790908865085382490848904421755	8218957909088650853824908489044217555309
0044694	0044694903205883829492361391928430524916
169745975038516887112037	1697459750385168871120377476315773118313
calkers	calkers
tarr	tarrying
supplication	supplications
40501384107478894339399660359185393	4050138410747889433939966035918539341984
tarn	tarnish
independ	independently
039498403358091309140197877843	0394984033580913091401978778436501679601
76446244329205906832901886692400	7644624432920590683290188669240022239191
68195234523807446299	6819523452380744629987766482487375331301
richm	richmond
97185146238654	9718514623865421671429236191647402172547
500776	5007762613237836481490052454814131959892
positive	positively
16641721083140551864133302224787	1664172108314055186413330222478711851181
richa	richard
hindere	hindered
decking	decking
46427446017473	4642744601747381752963134587393904845604
1448449553897728696601037841	1448449553897728696601037841520390662890
57814	5781487677299160941153954063362752423712
riche	richest
5168144627670903450457460997	5168144627670903450457460997444500166918
sawbone	sawbones
instance	instances
699958759218152976124824091169	6999587592181529761248240911695158778996
euryd	eurydice
drows	drowsy
0814488732	0814488732957847348490003019477888020460
whereeve	whereever
669868370373022004753143381	6698683703730220047531433818109270803001
353093	3530937123524396914966231011032824357006
3215552420465941008141835112017419685	3215552420465941008141835112017419685343
hardene	hardened
5232573171665625274275808460	5232573171665625274275808460620177046433
payin	paying
5613264	5613264646721195480114245513394638238590
sapheads	sapheads
tatt	tatters
servo	servox
066258	0662586171172949803824887998650406156397
8818865149169302451512835579818	8818865149169302451512835579818112344900
753163	7531630556544407934278765502673012145783
79115061709452	7911506170945268098478515286212317137789
guzzled	guzzled
23479762673689855474944277	2347976267368985547494427794991656010852
6144922475124889575348359	6144922475124889575348359262262635454067
09113692670682805397549111	0911369267068280539754911116617110239743
experiences	experiences
mosey	mosey
task	tasks
765131	7651310277926279743981957617505591300993
15372784355398624401585	1537278435539862440158564886921016447816
hindquarte	hindquarters
35692718	3569271821496292272073250126955216172649
handcuff	handcuffed
position	positions
tass	tassels
39157542419296	3915754241929660731239376354213923061787
populous	populous
reservati	reservations
992433394360936223390321499357	9924333943609362233903214993572625074806
187007582312231706813	1870075823122317068134867930884899275181
toils	toilsome
